yorum,kategori
cihazı sipariş ettim 1 günde elime ulaştı.hızlı gönderiden dolayı hepsiburada ya teşekkür ediyorum.ürünü karşı apartmandaki interneti kablosuz alıp evime kablosuz dağıtmak için almıştım.yani tekrarlayıcı modunda kullanmaktı amacım.ancak cihaz tek diş bile çekmedi karşıdakinin internetini.cep telefonum bile 1-2 diş çekerken bu 3 antenli kocaman cihaz tek diş bile çekmedi.antenlerin 5er dbi olduğuna kesinlikle inanmıyorum.ağ ürünlerinde darktan uzak durmak gerektiğini düşünüyorum.tp-linkin bir cihazı var 3 antenli.fiyatı bunun 2 katı.onu denemedim ama keşke onu alsaydım dedim.bu ürünüde elime ulaştığı gün tekrar iade ettim.sorunsuz ve çok hızlı iade için hepsiburada ya çok teşekkür ediyorum.gerçekten türkiyenin en iyi alışveriş mağazası denilebilir.bu ürün hakkındaki düşüncem olumsuz.uptech markasının tek antenli wierrles cihazı bile ful çekerken bu 3 antenlinin hiç çekmemesi bence garip.hepsiburada ya iyi satışlar sizlerede iyi alışverişler diliyorum.,Olumsuzlama
günde iki kez kullandım. benm yüzü kuru olmasına rağmen bir sürü sivilce yaptı. biraz yağlı heralde. kullanacaklara bebekler için olanı öneriyorum.,Bağlamsal/Diğer
lg g2 telefonumu 1.5 kez doldurdu. (3000mh telefon) yavaş doldurmasini ve otg kablosunun kalitesizliginden dolayi temassizlik yaptigini da ekleyebiliriz.,Yazım Bozukluğu
görünüm şık derece pek görünmüyor karanlıkta hiç görünmüyor bu fiyata bence beklenen bir ürün. diğer tercihler değerlendirilebilir ama benim hoşuma gitti.,Olumsuzlama
ürün diğer aldığım akıl oyunları ile birlikte elime ulaşmadı. hepsiburada aracılığı ile yazışmalarımız devam ediyor.,Bağlamsal/Diğer
"-bıçağının ayrılmaması temizlenip yıkanmasını zorlaştırıyor,nasıl temizleyeceğimi şaşırdım.",Yazım Bozukluğu
yazma ve okuma hızları beklediğim performansın çok altında çıktı. bilgisayarın sistemine göre değerler çok değişiklik gösterebilmektedir,Yazım Bozukluğu
hızlı teslimat ve fiyat için hepsiburadaya teşekkür ederim.,Bağlamsal/Diğer
"ürün güzel, fakat alan kişi kullanacağı yeri iyi belirlemeli eğer çekmecenin kenarı işlemeli ise sıkıntı yaşayabilirsiniz. sadece düz yüzeyler için bence güzel bir ürün...",Yazım Bozukluğu
hediye için teşekkürler ancak sadece temizleme&#160;solüsyonu biraz işe yarar. gerisi çöpe gitti.,Yazım Bozukluğu
"telefonda kizilotesi ir portu yok. klimanizi ses sisteminizi vs.kumanda edemezsiniz. ( sadece internete baglanabilen cihazlarda 3. parti yazilimlariyla kontrol edebilirsiniz, ir portla.eski tuplu televizyonu bile kontrol edebilirsiniz) hizli sarj ozelligi yok. qualcom un snapdragon 820 si ile gelen islemci destekli hizli sarj yok. en komigide type c baglantisi bile yok. type c giris yeri yazin aratin hiz farkina bakin. type c gelecegin mobil baglantisidir ama amiral gemisi denilen telefonda bu bile yok. dahasi touchwiz pismanliktir. samsung arayuzu olan touchwiz donma yapar.",Olumsuzlama
mesaj ve internet için hat kullanılabilir. ancak arama özelliği yok. anca internet üzerinden arayabilirsiniz. ve sim kart mikrokart özelliğinde. gayet kullanışlı ve güzel. şarjı iyi gidiyor.,Olumsuzlama
"ürün 1 haftada elimize ulaştı, boyutları tahminimizden küçük çıktı, fakat sağlam bir ürün çok fazla ütü yapmıyacaklar için ideal diyebilirim, üstelik fiyatıda çok uygun.",Bağlamsal/Diğer
"whiskas yaş mamaları ne kadar kedilere cazip gelsede bütün veteriner tarafından şiddetle alınmaması yönünde uyarılan bir marka.benim minnoşta çok bayılıyodu ama veterinerimizden verdiğim için azar işittim.i̇leride bağırsak, idrar yollu, kist problerine yol açıtığını söyledi. sipariş etmeden önce veterinerinize danışın derim.",Yazım Bozukluğu
güzel bir ürüne benziyor.ancak olumsuz yorum yapanlar da var.önemli olan kısa tüyleri de alması.fiyat olarak gerçekten çok uygun.umarım gerçekten işe yarıyordur.benim de böyle bir epilatöre ihtiyacım var.,Yazım Bozukluğu
ürün kısa sürede ulaştı. kurulumu basit ve içindeki vidalar eksiksiz ve tam olarak gönderildi. ancak kurulumdan sonra fark ettim ki çekmeceler çok sesli. keşke raylı çekmece sistemi olsaymış.,Bağlamsal/Diğer
yukarıdaki yorumlarda ürün gayet kullanışlı ve güzel denilmiş. yahu bu ürün görünüşte güzel görülebilir kullanışlı olabilir. ama o ürettikleri maddenin kokusuna nasıl da dayanılabilir. bunu bu kadar ki yorumlar içerisinde yazan kimsenin olmaması çok tuhaf.,Bağlamsal/Diğer
"3 aylık kedim mamayı severek yedi ama kedim resmen gaz bombasına dönüştü bu mamayı yemeye başlayınca, sizin kedinizde nasıl bir etki yapar bilmiyorum ben mamayı bırakmak zorunda kaldım. kargo hızlı idi,",Bağlamsal/Diğer
2- ürün özelliklerinde herşey doğru +,Bağlamsal/Diğer
mükemmel derecede sizdiriyor..,Kısa Yorum
güzel ve akici bir kitap fiyati da uygun teşekkürler,Bağlamsal/Diğer
5 yıldız verenleri hayretle karşıladım.,Bağlamsal/Diğer
bu ürün fiyatına göre gayet uygun marka olarakta bilinen garantisi güvenilir aldıgım ürün bir gün sonra adresime ulaştı tüm kullanıcılara almak isteyenlere tavsiye olunur,Bağlamsal/Diğer
fakat uğraşamam diyenler dikkat etsinler,Bağlamsal/Diğer
"ürünü kullandım,tasarım olarak iyi ancak poşet geçme aparatı daha sağlam ve pratik yapılabilirdi.fiyatına göre tabiki oldukça işe yarar bir ürün.tavsiye ederim...",Yazım Bozukluğu
bu tarz ürünler kauçuk kökenli tüm lastikler için çok zararlıdır.,Bağlamsal/Diğer
"""kolay i̇ade"" nin işlerliği için hepsiburada'yı kutlarım.",Bağlamsal/Diğer
mıknatısları hemen bir araya getirmek zor oldu. benim ihtiyacım olmadığı için birbirine diktim,Olumsuzlama
bu fiyata gidip galaxy s4 alabilirsiniz çünkü daha üstün performansta ayrıca ekranı ne büyük ne küçük 5.0 inç,Bağlamsal/Diğer
ışık dağınık,Kısa Yorum
hızlı kargo ile 2 günde elime ulaştı. kol plastik kalitesi haricinde gayet kaliteli ve kullanışlı bir ürün. ürünü elinize aldığınızda plastik kokusu olsun ama kullanışlı olsun diyorsanız tercih edin.,Bağlamsal/Diğer
"hiçbir işe yaramıyor. zaten arabayı yıkarken lastikler sudan dolayı temiz , siyah ve parlak görünüyor. bunu sıkınca da değişen birşey olmuyor. lastiklerdeki nem kuruyunca eski tozlu grimsi renk geri geliyor. i̇çeriğindeki kimyasallarıda bilmediğim için lastiğe zarar verebileceğinden korktum. bir defa deneyip çöpe attım.",Olumsuzlama
çözünürluk kotu.malzeme kalitesi iyi.deneme amacli alinabilir.dil destegi yok.zaten cok az kullaniliyor bu tarz gozlukler cok para kacirmaya gerek yok.,Olumsuzlama
8 gb hafiza ilerde zor durum olabilir.bence j7 prime iyi bir secenek.,Bağlamsal/Diğer
anlaşılması kolay bir kitap kitapta geçen tıbbi terimler lise biyolojisi düzeyinde ama içinde bir diyet listesi yok sadece neleri yemeliyiz neleri yememeliyiz hakkında bilgi veriyor.,Olumsuzlama
sonuç :,Kısa Yorum
kullanma klavuzu yeterli degil. kurulumunu cok zor yaptim. cok fazla irili ufakli aparat var. hangisinin ne ise yaradigini bulmak hayli zor oldu. supurge olarak denemedim. hali yikamada denedim oldukca basarili. temiz su tanki ve kirli su tanki denildigi gibi kucuk degil. gunluk kullanim icin kesinlikle uygun olmadigini dusunuyorum. bir suru aparati sok tak temizle kurut bi ton is.,Bağlamsal/Diğer
"paketleme güzel ama ürünün dengesi̇ bozuk geldi̇ i̇ki̇ vi̇dasi da paketi̇n i̇çeri̇si̇nden çikti.montaji kali̇tesi̇z,kendi̇m yeni̇den söküp taktim.masanin kenarindaki̇ şeri̇tler özensi̇z yapişmiş.bu fi̇yata bu ürün :)",Karma Duygu
alarm sesi çok güzel. sakin sakin uyandırıyor.,Bağlamsal/Diğer
ürünün rengi parlak siyah gösterilirken gelen ürün mat siyah ve adi bir plastik gibi duruyor.,Bağlamsal/Diğer
"9 aylık çocuk yüzeyleri alkolle silip yapıştırmama rağmen 2 günde hepsini söktü, geriye her kapakta çift taraflı bant izi kaldı.",Bağlamsal/Diğer
boyun altında ve çene bölgesinde kılları yoluyor. ayrıca boyun altında kıl kalıyor tahriş ediyor.,Bağlamsal/Diğer
ürünü aracımın lastiklerine parlatıcı sürmek için aldım kargo da bedava. fiyatına göre iyi ama 1 haftaya filan süngeri tahriş oluyor...,Bağlamsal/Diğer
daha oynamadim ama cok iyi birşekile sahip hemen oynicam,Bağlamsal/Diğer
"görünüş güzelde, kurulduktan sonra emanet gibi duruyor sallanıyor.",Bağlamsal/Diğer
"bekar evinde kullanmayacaksanız bu üründen pek fazla bir şey beklemeyin derim . çünkü emiş gücü çok az , ayrıca hiç bir fonksiyonu da yok yalnızca çok hafif . i̇nsana süpürgeden ziyade oyuncak hissiyatı veriyor . bekar evimde kullanıyordum ; evlendim ve kendime emiş gücü yüksek bir süpürge aldım . tabiki de sinbo süpürgenin pabuçları dama atıldı :) yer kaplamayan hafif bir ürün olduğu için arabamın temizliğinde kullanıyorum . çeyi̇zi̇ni̇ze almayı düşünüyorsanız aldanırsınız çok basit bir alet . uzun soluklu temizliklerde kullanamazsanız . ama bekarsaniz i̇şi̇ni̇zi̇ çok rahat görür . ayrica temi̇zli̇k yaparken haliyi kaldirdiği falan da yok .",Olumsuzlama
çok kullanıslı görünüyor fakat acayip titriyor ilk kullandıgımda resmen kolum uyustu bir dahada kullanmadım.ssanki asvalt kırma makinesi kullanıyorsunuz titreşim çok rahatsız edici,Yazım Bozukluğu
"daha önce remington pg400 modelini kullanıyordum ve çok memnundum, şarjı, kalitesi çok iyiydi. bu cihazı da aynı kalitede olur diye aldım fakat oldukça farklı, bir kere traş oldum şarjı bayıldı hemen, hassas bölgeler için felaket, her tarafınız kan içinde kalabilir. i̇yi yönü ise birçok traş başlığı var, yani uzunluk için birçok seçeneğe sahip oluyorsunuz.",Bağlamsal/Diğer
ürün aydınlıkta ve hızlı akan görüntülerde( futbol maçı vb) iyi değil. bence artı yanları pilli olmasi ve fiyatı.,Olumsuzlama
aynı su ısıtıcısından farkı yok.çelik diye ilgimi çekti aldım ama kahveyi köpüklü yapamıyor.hızlı pişirdiği için kahve lezzetli olmuyor.ama görünümü şık.,Olumsuzlama
kamera tek hızlı net değillllll puslu biraz resmi çekip yakınlastırdıgında yağli boya gibi resimçilerin yaglı boya yapmasına gerek yok bunun alsa yeter 2 kez yakınlastırsınlar puslu sarjı ehh bır gun anca gunluk kulanmada ses az cıkıyor abartılcak bişi değil yani bir yıldızda cokta neyse,Olumsuzlama
bu ürünü babamın arabasına hediye almıştım gerçekten güzel bir görüntüsü var kokusuda gayet hoş....tavsiye edebilirim siteye teşşekkürler hızlı kargo,Bağlamsal/Diğer
"4-dokunmatik tuşları ""dokunmamatik"" olarak dizayn edilmiş, dokununca zar zor algılıyor.",Bağlamsal/Diğer
henüz teslim aldım ve gerçekten itici bir koku değil aksine merak uyandırıcı çekici bir koku. mütevazi fazla gösteriş peşinde olmayanlara tavsiye ederim,Olumsuzlama
kilif sert silikon bu ozelligi hosuma gitti zaten tek hosuma giden tarafi bu,Bağlamsal/Diğer
biraz dana geniş olabilirdi.insanın belini tam kavramalı ki kullanma amacına ulaşılmış olsun belki ozaman daha çok faydası görüleceğine inanıyorum.çünkü ben kısa olmasına rağmen birazda olsa faydasını gördüm.ancak alerji yapma olasılığı yüksek.,Yazım Bozukluğu
geçen hafta aldim. amatör kullanicilar i̇çi̇n i̇deal. prati̇k. sorunlari nedi̇r? çabuk isiniyor. evi̇n i̇çi̇nde püskürtme nedeni̇ i̇le rahat kullanilmiyor. diş cephe i̇çi̇n olabi̇li̇r,Bağlamsal/Diğer
"modeli gercekten çok güzel, bileği sarması da çok iyi ancak avuç içi dolgusu yeterli değil. fitness yapanlar için pek de uygun bir ürün değil. avuç ileri çalışma sırasında baya acıyor.",Olumsuzlama
islaninca icinden boncuk boncuk bir seyler dokuluyor.ben primanin digerini aliyordum.bir ust model onda hic boyle olmuyordu.bunu fiyati uygun diye tercih ettim.ama memnun kalmadim.kargo hizli o anlamda hizmeti guzel.,Bağlamsal/Diğer
tencere kapak uyumu tam değil,Olumsuzlama
-ürün 8mbs. ve üstü internet bağlantısında gayet hızlı ve karalı çalışıyor.,Bağlamsal/Diğer
sipariş tarihinden itibaren tam 10 gün geçti. halen daha tedarikçiden bekleniyor. bazı ürünlerin teslimat süreleri ile ilgili sorunlara bir çözüm düşünülürse güzel olur.,Bağlamsal/Diğer
3 ve 4 beden siparişini birlikte verdim. şu anda 3 bedeni kullanıyoruz fakat birkaç bezde bir üst baş kirleniyor. üzgünüm ama olmamış...,Bağlamsal/Diğer
ürün iyi iş görür tak çıkar formatında olması iyi yıkama açısından...,Bağlamsal/Diğer
bu ürünün philipse ait olduğuna inanamadım.,Bağlamsal/Diğer
"im ve motor belli bir ısıya geldikten sonra motoru durdurmadan katkıyı ekledim, ilk birkaç dakikada hararet çubuğu orta seviyeyi geçti daha sonra baktım ısı düşmüyor ben de motoru kapattım, şuan yaklaşık 1500km gittim, yakıtta bir değişiklik görmedim, ilk çalıştırmada öncekine göre daha iyi, hemen çalışıyor, ve öncekine göre daha sessiz çalışıyor, motor çok çabuk ısınıyor, çekişte bir artış görmedim, yani artıları çok da fazla değil, değermi bu fiyata bence değmez.",Olumsuzlama
cizirtili biraz onun haricinde guzel net sesi var,Bağlamsal/Diğer
yatak baya bi sert vucut şeklinizi almıyor rahat değil yatağın üstüne ped alınırsa bence iyi olur,Olumsuzlama
bir kere toz torbasının maliyeti 1-2 senede kendi fiyatının üstüne çıkıyor.pratik bir çözüm olmaktan çok uzak.,Bağlamsal/Diğer
3 yaşındaki kızım için aldım. fazlası ile iş görüyor.,Bağlamsal/Diğer
arkadaşlar ürün orjinal değil kabloyu elinize aldığınızdan itibaren bunu anlayabiliyorsunuz.,Olumsuzlama
soğuk hava yazılmış ama öyle birşey yok üzerinde. diğer özellikleri tutuyor ama ben soğuk hava var diye almıştım. soğuk hava olmadığını ürünü elime aldığımda farkettim. hepsiburada.com ilk defa beni şaşırttı açıkcası.,Olumsuzlama
"arkadaşlar gerçekten tam 24 saat de elime ürün ulaştı,hepsi burada daya bu yönü ile teşekkür ediyorum..çok başarılı buldum..",Bağlamsal/Diğer
"bütün reklamlarında 13mp arka, 5mp ön kamera diye bahsedilirken, bendeki discovery 2+&#8217;ın arka kamerası yaklaşık 10mp çekiyor. ön kamera değeri doğru, 5mp çekiyor. ayrıca bütün telefonlarda resim çekme boyutu net değerlerle ( 1mp, 2mp, 5mp, 10mp, 13mp) seçilirken bunda küçük, orta, büyük diye 3 seçenekle sınırlandırılmış. küçük 720x1280=921600 piksel, orta 1872x3328=6230016 piksel, büyük 2304x4096=9437184 piksel ölçülerinde çekim yapıyor. resim kalitesi telefonda çok güzel, net.",Yazım Bozukluğu
"aynı parfümü yıllardır yurtdışından alırım, bu ürün koku ve kıvam açısından oldukça farklı geldi. ayrıca parfüm sıvısının spreye basılmadan ürün dışına taşmasıda oldukça şaşırtıcı!...",Bağlamsal/Diğer
mesleğimiz gereği oldukça fazla sayıda a4 kağıdı tüketiyoruz. ayda 2-3 top harcadığımız düşünülürse ralamın yüksek olduğu anlaşılır galiba. bu ürün keşke 5-10 top şeklinde de satılabilse idi.,Bağlamsal/Diğer
1 bisiklet icin ideal fakat 2 bisiklet icin kesinlikle guvenli degil. 2 bisiklet yukledim hem agirliktan dolayi guven vermiyor hem pedallari cikarmassaniz ciziyor arabayi hem de cok zor sigdi yanyana. bisikletler salcano 600 ve 450 modeli. tek bisiklet baglayacaksaniz ideal.,Bağlamsal/Diğer
polo classic 2000 model aracımda kullandım ne yakıtta ne çekişte fark yok.,Olumsuzlama
"kanal sıralaması ve kanal silmesi çok zor tek tek siliyorsun, tekrar şifre seç sil tamam de gibi olayları her kanal için tek tek yapıyorsun. ben biss şifrelerini çözdüremedim, kanal geçişlerinde görüntü kaybolup geliyor...",Bağlamsal/Diğer
"sehpalar alcak kullanisinda biraz sıkıntı var kurulumu kolay, görünüş güzel ancak sunta çok sağlam değil fiyati uygun hepsi burada tsk",Olumsuzlama
gercek anlamda nıyetlenen paten sevdası olan almasın topuklu ayakkabı gibi,Bağlamsal/Diğer
poliüreten malzeme gibi birşey benimkinde hava baloncuğu bile var yumurta pişirmede zaman ayarı konsunda sıkıntı yaşayanlar kullanabilir yanlız başında durmak lazım suyuda az koymamak gerek ben üstünü örtecek şekilde koydum,Bağlamsal/Diğer
abartıldığı kadar olmasada güzel bir ürün,Bağlamsal/Diğer
ürünü yeni aldım ve 1 kere kullanma fırsatım oldu.cok inatcı lekeleri cıkarmıyor ama genel olarak iyi sayılır.kokusu ve köpürmesi gayet iyi.,Bağlamsal/Diğer
1- kesinlikle televizyona bağlayıp 5+1 3d surround ses elde edemiyorsunuz !. 5 hoparlörden de ses geliyor fakat 5+1 kalitesinde ve çevresel ses değil. diğer deyişle özel efektleri unutun. televizyona bağlama hayali kuranlar başka bir ürüne baksın.,Olumsuzlama
ancak karşılıklı kapağa taktım ve üstten 1-2 santim kadar açılıyor kapaklar. yani kapağın üst noktası bebeğin erişebileceği yükseklikte ise parmaklarını sıkıştırabilir.,Bağlamsal/Diğer
"ürünü yeni deneme şansım oldu. ürün şık, güzel ambalajlanmış. kargolama süresi çok iyi. araçta doğrudan usb çıkışı olmasına rağmen daha hızlı şarj yapsın diye bu ürünü aldım. fakat arabanın usb çıkışıyla bu ürünle yaptığım şarj süresi arasında bir farklılık yok. şarj etme süresi konusunda beklentiyi yüksek tutmayın. prizden yaptığınız hızlı şarj gibi bir şey yok. almasam da olurmuş.",Olumsuzlama
bu ürünü almaya karar vermemde yorumlar etkili oldu tabi birde fiyatı. umarım iyidir. sipariş vermeyi düşünüyorum. ürün elime geçince tekrar yazıcam.,Bağlamsal/Diğer
"fiyatı çok uygun olunca sipariş verdim. kısa sürede elime ulaştı. tartıyı denedim, sanki biraz farklı sonuçlar çıkıyor gibi. bilmiyorum belki de denediğim zemin tam değildir belki de ondandır. yalnız otomatik açılıp kapanma özelliği çok güzel...alınabilir, fiyat çok uygun.",Olumsuzlama
